Game_name,Game_description,Game_developer,Game_genre,User_score,User_review_text,Critic_score,Critic_review_text,Link
The Mummy,"Konami hopes to mimic the state of the art visual effects of the film in their upcoming title, The Mummy. The game puts players in control of the film's heroes as they fight evil hordes in the ultimate quest to vanquish the guardian Mummy.",Rebellion,Action Adventure,2,"The case when the game is bad, and that is all.
During NES era game licensed by movies and cartoons were great. Starting PS1 till now you must avoid such games.",75,"Brendan Fraser&#146;s running may look a bit&#133;umm&#133;queer, but tight spaces, quick puzzles, and lots of exploration make The Mummy well worth the already-in-the-discount-bin price.",/game/the-mummy/
The Mummy,"Konami hopes to mimic the state of the art visual effects of the film in their upcoming title, The Mummy. The game puts players in control of the film's heroes as they fight evil hordes in the ultimate quest to vanquish the guardian Mummy.",Rebellion,Action Adventure,7,"Тот случай, когда игра плохая, но хорошая.",58,"The movie was charming and entertaining in it's own right, but this game has formula written all over it. It was designed by the book, with very few surprises to speak of. The puzzles are generic, as are most of the action elements.",/game/the-mummy/
The Mummy,"Konami hopes to mimic the state of the art visual effects of the film in their upcoming title, The Mummy. The game puts players in control of the film's heroes as they fight evil hordes in the ultimate quest to vanquish the guardian Mummy.",Rebellion,Action Adventure,6,Buen Juego. Nada del otro mundo. Aceptable para pasar un buen rato. Hay mejores juegos. Pero tiene buena ambientación y buena música.,50,"The voiceovers are horrific, with badly timed lines, terrible voices and a miserable script from the days of Ocean licenses.",/game/the-mummy/
The Mummy,"Konami hopes to mimic the state of the art visual effects of the film in their upcoming title, The Mummy. The game puts players in control of the film's heroes as they fight evil hordes in the ultimate quest to vanquish the guardian Mummy.",Rebellion,Action Adventure,2,"Right before Rebellion Software developed 2010's Alien vs. Predator and their famous Sniper Elite series, they worked in this licensed game based on 1999's The Mummy film. In short word this game is pure trash!
A game released on PC and PlayStation by Konami. The game's story line takes place during the first 30 or 40 minutes from the film during the arrival to Hamunaptra and the awakening of the mummy. Now, it is a short game... like 2 hrs or 2:30, but still short with a mix difficulty but this difficulty came from the terrible controls that the PC port has, the game's design is very terrible with horrible graphics, even for a game released in the 2000's, boring gameplay which is only explore tombs and shot mummies in third person with some limited ammo.
In my opinion, i felt it like a kind of Tomb Raider game... but based on a film and instead of playing as Lara Croft you play as a terrible model that kind-of looks like Brendan Fraser.
A good point that this game has is that the atmosphere felt somehow dreadful with some spooky noises that the mummies make, they even are a bit scary to fight, they can handle way to many bullets to the point that you run of ammo, but they're not impossible to kill, using melee weapons can do the job done.
Overall is a pretty ""FUGLY"" game...",50,"I haven't seen a belated game translation this bad since ""Blues Brother 2000"" turned platformers into a pixilated version of bamboo shoots under the fingernails. Bad mummy. Bad mummy.",/game/the-mummy/
Monster Prom 2: Monster Camp,"""Monster Prom 2: Monster Camp"" brings you more of the world's best (and maybe only?) multiplayer dating sim; but in a way you've never expected! The sequel brings you into a new setup (summer camp) with new characters to romance, including old faces and new ones: Damien, Calculester, Milo, Dahlia, Joy and Aaravi. But that's not all, Monster Camp comes with twists here and there: from the campfire mechanics to a new stage full of magic mixed drinks.",Beautiful Glitch,Visual Novel,9,"This is a lovely dating sim and a vast improvement over the previous game. Both the singleplayer mode and the multiplayer mode are great, there are lots of endings and unlockables and the **** representation is amazing. The game does have one glaring issue tho, being that the ""secret ending"" for each character is very easy to get and so if you want the regular ending you sometimes need to try fail on purpose. However, failing in this game is fun too, and while getting rejected at the end doesn't feel nice, the jokes are very good regardless of your outcome.",90,"To get straight to the point, Monster Prom 2: Monster Camp is pure fun, plain and simple. And this is all thanks to simple yet highly-addictive gameplay that will have you hunting down every possible event and ending you can, sharp writing that isn’t afraid to get as bonkers as possible and delivers impressive black comedy, a roster of characters that continues the series tradition of giving players the most lovably insane misfits possible, and memorable multiplayer action that deserves to be shared with as many friends as one can gather. Developer Beautiful Glitch has been open about the possible updates and sequels in development, but even as is, this is one bizarre and amazing camping trip that you won’t be forgetting anytime soon.",/game/monster-prom-2-monster-camp/
Monster Prom 2: Monster Camp,"""Monster Prom 2: Monster Camp"" brings you more of the world's best (and maybe only?) multiplayer dating sim; but in a way you've never expected! The sequel brings you into a new setup (summer camp) with new characters to romance, including old faces and new ones: Damien, Calculester, Milo, Dahlia, Joy and Aaravi. But that's not all, Monster Camp comes with twists here and there: from the campfire mechanics to a new stage full of magic mixed drinks.",Beautiful Glitch,Visual Novel,8,"Review só pra lembrar a nota que dei pro jogo:
O jogo em si é bom, não sou muito fã de ""Dating Sims"" mas esse conseguiu me manter entretido enquanto jogava com diálogos incríveis e personagens ótimo, em questão do primeiro, a sequencia melhora em quase todos os aspectos, apenas sinto falta da oficina na Steam. Um ótimo jogo para jogar com amigos.",90,Monster Prom 2: Monster Camp is a worthy successor to the impressive first title in the series. The setting might be less engaging but the characters and the interactions are on par if not better. The team has refined its writing and style in interesting ways. The game also makes it hard to wait and see what they can deliver with the rest of the titles in the series.,/game/monster-prom-2-monster-camp/
Monster Prom 2: Monster Camp,"""Monster Prom 2: Monster Camp"" brings you more of the world's best (and maybe only?) multiplayer dating sim; but in a way you've never expected! The sequel brings you into a new setup (summer camp) with new characters to romance, including old faces and new ones: Damien, Calculester, Milo, Dahlia, Joy and Aaravi. But that's not all, Monster Camp comes with twists here and there: from the campfire mechanics to a new stage full of magic mixed drinks.",Beautiful Glitch,Visual Novel,7,"this is one of my first dating sims, I'm giving it a rookie review. the game was somewhat slow, it took me a few runs to find out what the drinks where for, and didn't manage to score a hottie on the ones i've played. the script is fun and somewhat relatable. i loved the art",80,"Monster Prom 2: Monster Camp is a great evolution of this series as it builds on the foundation of the previous entry and capitalizing on what makes it so great. The multiplayer mode will provide the best experience this zany monster dating game has but at the cost of a dull single-player offering. With so many collectibles and charming monsters to date, this is one prom you don’t want to miss.",/game/monster-prom-2-monster-camp/
Monster Prom 2: Monster Camp,"""Monster Prom 2: Monster Camp"" brings you more of the world's best (and maybe only?) multiplayer dating sim; but in a way you've never expected! The sequel brings you into a new setup (summer camp) with new characters to romance, including old faces and new ones: Damien, Calculester, Milo, Dahlia, Joy and Aaravi. But that's not all, Monster Camp comes with twists here and there: from the campfire mechanics to a new stage full of magic mixed drinks.",Beautiful Glitch,Visual Novel,3,"Quite slow, not much player input, often just a choice between two ""comments"" that will escalate to something unpredictable, very random and not really a multiplayer experience but more multiple individual sessions progressing simultaneously in a turn based fashion. You basically just have to wait for eachother without any player interaction.

The story is fun and it has great humour, and the art is nice.",80,"Monster Prom 2: Monster Camp feels like a huge continuation of the first game. If you enjoyed the first, then it goes without saying that you’ll get a kick out of this sequel, too. It’s wacky, fun, violent, hilarious and a whole host of other awesome things. The dialogue is as brilliant as ever and includes topical references to today’s pop culture. The characters are charming, weird, sexy and adorable – and you can’t help but love them. Finding a date to the meteor shower is a challenge, but when you do eventually watch those flying space rocks hurtling through the sky, you’ll be happy you’ve got your chosen monster by your side.",/game/monster-prom-2-monster-camp/
The Mummy,"Konami hopes to mimic the state of the art visual effects of the film in their upcoming title, The Mummy. The game puts players in control of the film's heroes as they fight evil hordes in the ultimate quest to vanquish the guardian Mummy.",Rebellion,Action Adventure,2,"The case when the game is bad, and that is all.
During NES era game licensed by movies and cartoons were great. Starting PS1 till now you must avoid such games.",75,"Brendan Fraser&#146;s running may look a bit&#133;umm&#133;queer, but tight spaces, quick puzzles, and lots of exploration make The Mummy well worth the already-in-the-discount-bin price.",/game/the-mummy/
The Mummy,"Konami hopes to mimic the state of the art visual effects of the film in their upcoming title, The Mummy. The game puts players in control of the film's heroes as they fight evil hordes in the ultimate quest to vanquish the guardian Mummy.",Rebellion,Action Adventure,7,"Тот случай, когда игра плохая, но хорошая.",58,"The movie was charming and entertaining in it's own right, but this game has formula written all over it. It was designed by the book, with very few surprises to speak of. The puzzles are generic, as are most of the action elements.",/game/the-mummy/
The Mummy,"Konami hopes to mimic the state of the art visual effects of the film in their upcoming title, The Mummy. The game puts players in control of the film's heroes as they fight evil hordes in the ultimate quest to vanquish the guardian Mummy.",Rebellion,Action Adventure,6,Buen Juego. Nada del otro mundo. Aceptable para pasar un buen rato. Hay mejores juegos. Pero tiene buena ambientación y buena música.,50,"The voiceovers are horrific, with badly timed lines, terrible voices and a miserable script from the days of Ocean licenses.",/game/the-mummy/
The Mummy,"Konami hopes to mimic the state of the art visual effects of the film in their upcoming title, The Mummy. The game puts players in control of the film's heroes as they fight evil hordes in the ultimate quest to vanquish the guardian Mummy.",Rebellion,Action Adventure,2,"Right before Rebellion Software developed 2010's Alien vs. Predator and their famous Sniper Elite series, they worked in this licensed game based on 1999's The Mummy film. In short word this game is pure trash!
A game released on PC and PlayStation by Konami. The game's story line takes place during the first 30 or 40 minutes from the film during the arrival to Hamunaptra and the awakening of the mummy. Now, it is a short game... like 2 hrs or 2:30, but still short with a mix difficulty but this difficulty came from the terrible controls that the PC port has, the game's design is very terrible with horrible graphics, even for a game released in the 2000's, boring gameplay which is only explore tombs and shot mummies in third person with some limited ammo.
In my opinion, i felt it like a kind of Tomb Raider game... but based on a film and instead of playing as Lara Croft you play as a terrible model that kind-of looks like Brendan Fraser.
A good point that this game has is that the atmosphere felt somehow dreadful with some spooky noises that the mummies make, they even are a bit scary to fight, they can handle way to many bullets to the point that you run of ammo, but they're not impossible to kill, using melee weapons can do the job done.
Overall is a pretty ""FUGLY"" game...",50,"I haven't seen a belated game translation this bad since ""Blues Brother 2000"" turned platformers into a pixilated version of bamboo shoots under the fingernails. Bad mummy. Bad mummy.",/game/the-mummy/
Monster Prom 2: Monster Camp,"""Monster Prom 2: Monster Camp"" brings you more of the world's best (and maybe only?) multiplayer dating sim; but in a way you've never expected! The sequel brings you into a new setup (summer camp) with new characters to romance, including old faces and new ones: Damien, Calculester, Milo, Dahlia, Joy and Aaravi. But that's not all, Monster Camp comes with twists here and there: from the campfire mechanics to a new stage full of magic mixed drinks.",Beautiful Glitch,Visual Novel,9,"This is a lovely dating sim and a vast improvement over the previous game. Both the singleplayer mode and the multiplayer mode are great, there are lots of endings and unlockables and the **** representation is amazing. The game does have one glaring issue tho, being that the ""secret ending"" for each character is very easy to get and so if you want the regular ending you sometimes need to try fail on purpose. However, failing in this game is fun too, and while getting rejected at the end doesn't feel nice, the jokes are very good regardless of your outcome.",90,"To get straight to the point, Monster Prom 2: Monster Camp is pure fun, plain and simple. And this is all thanks to simple yet highly-addictive gameplay that will have you hunting down every possible event and ending you can, sharp writing that isn’t afraid to get as bonkers as possible and delivers impressive black comedy, a roster of characters that continues the series tradition of giving players the most lovably insane misfits possible, and memorable multiplayer action that deserves to be shared with as many friends as one can gather. Developer Beautiful Glitch has been open about the possible updates and sequels in development, but even as is, this is one bizarre and amazing camping trip that you won’t be forgetting anytime soon.",/game/monster-prom-2-monster-camp/
Monster Prom 2: Monster Camp,"""Monster Prom 2: Monster Camp"" brings you more of the world's best (and maybe only?) multiplayer dating sim; but in a way you've never expected! The sequel brings you into a new setup (summer camp) with new characters to romance, including old faces and new ones: Damien, Calculester, Milo, Dahlia, Joy and Aaravi. But that's not all, Monster Camp comes with twists here and there: from the campfire mechanics to a new stage full of magic mixed drinks.",Beautiful Glitch,Visual Novel,8,"Review só pra lembrar a nota que dei pro jogo:
O jogo em si é bom, não sou muito fã de ""Dating Sims"" mas esse conseguiu me manter entretido enquanto jogava com diálogos incríveis e personagens ótimo, em questão do primeiro, a sequencia melhora em quase todos os aspectos, apenas sinto falta da oficina na Steam. Um ótimo jogo para jogar com amigos.",90,Monster Prom 2: Monster Camp is a worthy successor to the impressive first title in the series. The setting might be less engaging but the characters and the interactions are on par if not better. The team has refined its writing and style in interesting ways. The game also makes it hard to wait and see what they can deliver with the rest of the titles in the series.,/game/monster-prom-2-monster-camp/
Monster Prom 2: Monster Camp,"""Monster Prom 2: Monster Camp"" brings you more of the world's best (and maybe only?) multiplayer dating sim; but in a way you've never expected! The sequel brings you into a new setup (summer camp) with new characters to romance, including old faces and new ones: Damien, Calculester, Milo, Dahlia, Joy and Aaravi. But that's not all, Monster Camp comes with twists here and there: from the campfire mechanics to a new stage full of magic mixed drinks.",Beautiful Glitch,Visual Novel,7,"this is one of my first dating sims, I'm giving it a rookie review. the game was somewhat slow, it took me a few runs to find out what the drinks where for, and didn't manage to score a hottie on the ones i've played. the script is fun and somewhat relatable. i loved the art",80,"Monster Prom 2: Monster Camp is a great evolution of this series as it builds on the foundation of the previous entry and capitalizing on what makes it so great. The multiplayer mode will provide the best experience this zany monster dating game has but at the cost of a dull single-player offering. With so many collectibles and charming monsters to date, this is one prom you don’t want to miss.",/game/monster-prom-2-monster-camp/
Monster Prom 2: Monster Camp,"""Monster Prom 2: Monster Camp"" brings you more of the world's best (and maybe only?) multiplayer dating sim; but in a way you've never expected! The sequel brings you into a new setup (summer camp) with new characters to romance, including old faces and new ones: Damien, Calculester, Milo, Dahlia, Joy and Aaravi. But that's not all, Monster Camp comes with twists here and there: from the campfire mechanics to a new stage full of magic mixed drinks.",Beautiful Glitch,Visual Novel,3,"Quite slow, not much player input, often just a choice between two ""comments"" that will escalate to something unpredictable, very random and not really a multiplayer experience but more multiple individual sessions progressing simultaneously in a turn based fashion. You basically just have to wait for eachother without any player interaction.

The story is fun and it has great humour, and the art is nice.",80,"Monster Prom 2: Monster Camp feels like a huge continuation of the first game. If you enjoyed the first, then it goes without saying that you’ll get a kick out of this sequel, too. It’s wacky, fun, violent, hilarious and a whole host of other awesome things. The dialogue is as brilliant as ever and includes topical references to today’s pop culture. The characters are charming, weird, sexy and adorable – and you can’t help but love them. Finding a date to the meteor shower is a challenge, but when you do eventually watch those flying space rocks hurtling through the sky, you’ll be happy you’ve got your chosen monster by your side.",/game/monster-prom-2-monster-camp/
The Mummy,"Konami hopes to mimic the state of the art visual effects of the film in their upcoming title, The Mummy. The game puts players in control of the film's heroes as they fight evil hordes in the ultimate quest to vanquish the guardian Mummy.",Rebellion,Action Adventure,2,"The case when the game is bad, and that is all.
During NES era game licensed by movies and cartoons were great. Starting PS1 till now you must avoid such games.",75,"Brendan Fraser&#146;s running may look a bit&#133;umm&#133;queer, but tight spaces, quick puzzles, and lots of exploration make The Mummy well worth the already-in-the-discount-bin price.",/game/the-mummy/
The Mummy,"Konami hopes to mimic the state of the art visual effects of the film in their upcoming title, The Mummy. The game puts players in control of the film's heroes as they fight evil hordes in the ultimate quest to vanquish the guardian Mummy.",Rebellion,Action Adventure,7,"Тот случай, когда игра плохая, но хорошая.",58,"The movie was charming and entertaining in it's own right, but this game has formula written all over it. It was designed by the book, with very few surprises to speak of. The puzzles are generic, as are most of the action elements.",/game/the-mummy/
The Mummy,"Konami hopes to mimic the state of the art visual effects of the film in their upcoming title, The Mummy. The game puts players in control of the film's heroes as they fight evil hordes in the ultimate quest to vanquish the guardian Mummy.",Rebellion,Action Adventure,6,Buen Juego. Nada del otro mundo. Aceptable para pasar un buen rato. Hay mejores juegos. Pero tiene buena ambientación y buena música.,50,"The voiceovers are horrific, with badly timed lines, terrible voices and a miserable script from the days of Ocean licenses.",/game/the-mummy/
The Mummy,"Konami hopes to mimic the state of the art visual effects of the film in their upcoming title, The Mummy. The game puts players in control of the film's heroes as they fight evil hordes in the ultimate quest to vanquish the guardian Mummy.",Rebellion,Action Adventure,2,"Right before Rebellion Software developed 2010's Alien vs. Predator and their famous Sniper Elite series, they worked in this licensed game based on 1999's The Mummy film. In short word this game is pure trash!
A game released on PC and PlayStation by Konami. The game's story line takes place during the first 30 or 40 minutes from the film during the arrival to Hamunaptra and the awakening of the mummy. Now, it is a short game... like 2 hrs or 2:30, but still short with a mix difficulty but this difficulty came from the terrible controls that the PC port has, the game's design is very terrible with horrible graphics, even for a game released in the 2000's, boring gameplay which is only explore tombs and shot mummies in third person with some limited ammo.
In my opinion, i felt it like a kind of Tomb Raider game... but based on a film and instead of playing as Lara Croft you play as a terrible model that kind-of looks like Brendan Fraser.
A good point that this game has is that the atmosphere felt somehow dreadful with some spooky noises that the mummies make, they even are a bit scary to fight, they can handle way to many bullets to the point that you run of ammo, but they're not impossible to kill, using melee weapons can do the job done.
Overall is a pretty ""FUGLY"" game...",50,"I haven't seen a belated game translation this bad since ""Blues Brother 2000"" turned platformers into a pixilated version of bamboo shoots under the fingernails. Bad mummy. Bad mummy.",/game/the-mummy/
Mutant Mudds,"Mutant Mudds is an exciting new platform game for the Nintendo 3DS from award-winning developer, Renegade Kid. This marks the company's first self-published title, available exclusively on the Nintendo 3DS eShop in 2011.

Our hero may be a 2D sprite, but he can take advantage of the third dimension by jetting between the background and the foreground playfields in this unique dimensionally-woven platform adventure (the stereo 3D effect looks amazing on the 3DS).

Armed with a heavy-duty water cannon and H20-powered jet pack, Max steps out onto the porch of his (parents') home; determined to thwart the filthy plans of the Mutant Mudd army by blasting and hovering his way across the soiled landscape.",Renegade Kid,2D Platformer,7,"this game lacks the game direction that other 2d platformers have, and I just didn’t enjoy it",90,"With its crafty level designs and unique visual style, Mutant Mudds offers up the best of both 8-bit and 16-bit worlds, all the while giving fans of the genre a classic 2D platformer. Mutant Mudds might very well be the best eShop game to date, and one no platformer fan should miss.",/game/mutant-mudds/
Mutant Mudds,"Mutant Mudds is an exciting new platform game for the Nintendo 3DS from award-winning developer, Renegade Kid. This marks the company's first self-published title, available exclusively on the Nintendo 3DS eShop in 2011.

Our hero may be a 2D sprite, but he can take advantage of the third dimension by jetting between the background and the foreground playfields in this unique dimensionally-woven platform adventure (the stereo 3D effect looks amazing on the 3DS).

Armed with a heavy-duty water cannon and H20-powered jet pack, Max steps out onto the porch of his (parents') home; determined to thwart the filthy plans of the Mutant Mudd army by blasting and hovering his way across the soiled landscape.",Renegade Kid,2D Platformer,8,I finished this game 100%. This required a good deal of sweat and tears. The last level was brutal. However in the end it was worth it. This game has charisma. The chiptune music is very good. Definitely a good value if you can get it on sale and you enjoy retro platforming.,90,"Mutant Mudds is a top-tier eShop title, and deserves to be played by any fan of 2D platformers. Outside of the 3D effects, it doesn't do anything too radical, but it doesn't have to. Renegade Kid's first 2D platformer is a sweet, sincere effort that will remind you of the great platformers of the early '90s.",/game/mutant-mudds/
Mutant Mudds,"Mutant Mudds is an exciting new platform game for the Nintendo 3DS from award-winning developer, Renegade Kid. This marks the company's first self-published title, available exclusively on the Nintendo 3DS eShop in 2011.

Our hero may be a 2D sprite, but he can take advantage of the third dimension by jetting between the background and the foreground playfields in this unique dimensionally-woven platform adventure (the stereo 3D effect looks amazing on the 3DS).

Armed with a heavy-duty water cannon and H20-powered jet pack, Max steps out onto the porch of his (parents') home; determined to thwart the filthy plans of the Mutant Mudd army by blasting and hovering his way across the soiled landscape.",Renegade Kid,2D Platformer,9,"This game is an excellent platformer, it has fun and challenging game play, the levels are designed very well, the power ups are useful and not to hard to get either. This is a great game with a cool concept that kept me entertained for hours.",90,"Despite these issues, Mutant Mudds is an immediate purchase for fans of platformers. It offers up hours of entertainment alongside of crisp retro graphics and an amazing soundtrack, among tons of other throwbacks and  homages that are sure to please fans both old and new.",/game/mutant-mudds/
Mutant Mudds,"Mutant Mudds is an exciting new platform game for the Nintendo 3DS from award-winning developer, Renegade Kid. This marks the company's first self-published title, available exclusively on the Nintendo 3DS eShop in 2011.

Our hero may be a 2D sprite, but he can take advantage of the third dimension by jetting between the background and the foreground playfields in this unique dimensionally-woven platform adventure (the stereo 3D effect looks amazing on the 3DS).

Armed with a heavy-duty water cannon and H20-powered jet pack, Max steps out onto the porch of his (parents') home; determined to thwart the filthy plans of the Mutant Mudd army by blasting and hovering his way across the soiled landscape.",Renegade Kid,2D Platformer,8,"Mutant Mudds is a simple platformer. You only use the buttons to jump, crouch and shoot. The pixelated artstyle is pretty to say the least and the soundtrack is great! The levels are challanging but most important of all they're fun and a pleasure to play through despite it's simplicity.",90,"Mutant Mudds is platforming distilled to its essence. It cuts the fat in order to deliver a pure, satisfying experience. More than anything, it demonstrates that ""retro"" should not just be pixel graphics and chiptunes but rather a thorough understanding of the basics that made a genre popular in the first place.",/game/mutant-mudds/
Mutant Mudds,"Mutant Mudds is an exciting new platform game for the Nintendo 3DS from award-winning developer, Renegade Kid. This marks the company's first self-published title, available exclusively on the Nintendo 3DS eShop in 2011.

Our hero may be a 2D sprite, but he can take advantage of the third dimension by jetting between the background and the foreground playfields in this unique dimensionally-woven platform adventure (the stereo 3D effect looks amazing on the 3DS).

Armed with a heavy-duty water cannon and H20-powered jet pack, Max steps out onto the porch of his (parents') home; determined to thwart the filthy plans of the Mutant Mudd army by blasting and hovering his way across the soiled landscape.",Renegade Kid,2D Platformer,8,[SPOILER ALERT: This review contains spoilers.],90,"This is yet another outstanding addition to the 3DS eShop, and the old school presentation and enjoyable gameplay more than justifies the $8.99 asking price. One of the best games we've had the privilege of playing on Nintendo's handheld.",/game/mutant-mudds/
Mutant Mudds,"Mutant Mudds is an exciting new platform game for the Nintendo 3DS from award-winning developer, Renegade Kid. This marks the company's first self-published title, available exclusively on the Nintendo 3DS eShop in 2011.

Our hero may be a 2D sprite, but he can take advantage of the third dimension by jetting between the background and the foreground playfields in this unique dimensionally-woven platform adventure (the stereo 3D effect looks amazing on the 3DS).

Armed with a heavy-duty water cannon and H20-powered jet pack, Max steps out onto the porch of his (parents') home; determined to thwart the filthy plans of the Mutant Mudd army by blasting and hovering his way across the soiled landscape.",Renegade Kid,2D Platformer,2,"This game has a very cute art style.
And that's the only thing it has going for it. As another user mentioned on here, this game requires players to practically memorize the moves they will make down to the very last pixel, and that in and of itself does not require any real skill, and thus making this game extremely boring. The movement mechanics also feel too sluggish for my liking.

To be clear, I have completed everything there is to do in the game. I did so just to feel like this game wasn't a complete waste of my money.",90,"A sharp contrast to Renegade Kid's technically stellar DS games, Mutant Mudds wraps up retro-inspired charm, pixel art that pleases the eyes, and a boatload of challenge, all making highly effective use of the 3DS slider switch, all in one affordable downloadable package.",/game/mutant-mudds/
Mutant Mudds,"Mutant Mudds is an exciting new platform game for the Nintendo 3DS from award-winning developer, Renegade Kid. This marks the company's first self-published title, available exclusively on the Nintendo 3DS eShop in 2011.

Our hero may be a 2D sprite, but he can take advantage of the third dimension by jetting between the background and the foreground playfields in this unique dimensionally-woven platform adventure (the stereo 3D effect looks amazing on the 3DS).

Armed with a heavy-duty water cannon and H20-powered jet pack, Max steps out onto the porch of his (parents') home; determined to thwart the filthy plans of the Mutant Mudd army by blasting and hovering his way across the soiled landscape.",Renegade Kid,2D Platformer,9,"Mutant Mudds is fit to bursting with retro visuals, retro gameplay and retro difficulty, and in my eyes, that makes it the best 'non-Mario' scroller available for 3DS today. If you're in the mood for some retro thrills and up to a pretty stiff challenge, you're in for a real treat with Max and his gorgeous pixelated crusade against the evil Mudds!

Indeed, with the possible exception of Terry Cavanagh's -- very different, yet -- utterly sublime VVVVVV, Mutant Mudds is probably my favourite downloadable title on the 3DS eShop to date... even surpassing fellow greats like Cave Story and SteamWorld Dig. Yup, THAT good.
.",90,"If you like the retro-look and if you have fun with jump'n'runs, you should definitely get this.",/game/mutant-mudds/
Mutant Mudds,"Mutant Mudds is an exciting new platform game for the Nintendo 3DS from award-winning developer, Renegade Kid. This marks the company's first self-published title, available exclusively on the Nintendo 3DS eShop in 2011.

Our hero may be a 2D sprite, but he can take advantage of the third dimension by jetting between the background and the foreground playfields in this unique dimensionally-woven platform adventure (the stereo 3D effect looks amazing on the 3DS).

Armed with a heavy-duty water cannon and H20-powered jet pack, Max steps out onto the porch of his (parents') home; determined to thwart the filthy plans of the Mutant Mudd army by blasting and hovering his way across the soiled landscape.",Renegade Kid,2D Platformer,9,"This is a must get for 3DS owners if you're looking for an intense platforming game that will test your skills as a gamer. However, it does get quite ridiculous at certain times especially during the optional side levels (which I won't spoil for you). The 3D is perfect and has very interesting uses of it in the game. I found this game very well made, but I suggest you download the demo before getting the game so you know how it plays and what to look forward too.",88,"An exemplary platformer, and a treat to play with the 3D on. [Aug 2012, p.102]",/game/mutant-mudds/
Mutant Mudds,"Mutant Mudds is an exciting new platform game for the Nintendo 3DS from award-winning developer, Renegade Kid. This marks the company's first self-published title, available exclusively on the Nintendo 3DS eShop in 2011.

Our hero may be a 2D sprite, but he can take advantage of the third dimension by jetting between the background and the foreground playfields in this unique dimensionally-woven platform adventure (the stereo 3D effect looks amazing on the 3DS).

Armed with a heavy-duty water cannon and H20-powered jet pack, Max steps out onto the porch of his (parents') home; determined to thwart the filthy plans of the Mutant Mudd army by blasting and hovering his way across the soiled landscape.",Renegade Kid,2D Platformer,8,"This charming retro platformer is sure to have you hooked. Following a mutant invasion, Max sets out with his squirt gun and jetpack to bring those mudds to justice. But what keeps it from being an unoriginal platformer? First, Max has a jetpack that can let him glide for a limited time. Enemies are all invincible to anything but his squirt gun, you'll need to use strategy to avoid and shoot them. But what makes Mutant Mudds unique is its 'layer-hopping' idea. While Donkey Kong Country Returns included this before, Mutant Mudds has many different layers on top of each other, so it's not doing it for show as much as DK Country. This great idea is dragged to, and past, its full potential: you get clouds that blow you forwards to the layer in front, and enemies generally navigating between layers. It makes such good use of the 3D effect that Mutant Mudds is very frustrating without the 3D on, as you find yourself trying to avoid enemies that are on another layer, and making stupid mistakes due to confusion. This means that Mutant Mudds is at home on 3DS and wouldn't work on any other platform. The graphics are simple but charming, a lovely throwback to a by-gone era. The chiptune soundtrack is excellent. Generally, Mutant Mudds' presentation is truly great. The price is a bit too high for only 40 levels, but you're still getting several hours of enjoyment. But Pullblox was round about the same price and had a potential sixty hours in it. This is how a level editor would have really helped Mutant Mudds. It's not a complicated platformer, so a level editor would've been ideal. It would also make the price a lot more worthwhile. Still, this is one of the best platformers on eShop, and you must, without a doubt, download it.",85,"Mutant Mudds is a fitting homage to the 8-bit era of gaming. It's got lots of personality, and though its gameplay may be a bit too simplified, the clever, challenging levels still provide plenty of good times.",/game/mutant-mudds/
Mutant Mudds,"Mutant Mudds is an exciting new platform game for the Nintendo 3DS from award-winning developer, Renegade Kid. This marks the company's first self-published title, available exclusively on the Nintendo 3DS eShop in 2011.

Our hero may be a 2D sprite, but he can take advantage of the third dimension by jetting between the background and the foreground playfields in this unique dimensionally-woven platform adventure (the stereo 3D effect looks amazing on the 3DS).

Armed with a heavy-duty water cannon and H20-powered jet pack, Max steps out onto the porch of his (parents') home; determined to thwart the filthy plans of the Mutant Mudd army by blasting and hovering his way across the soiled landscape.",Renegade Kid,2D Platformer,7,"I've been hearing a lot about how Mutant Mudds is the best 3rd party game on the eShop. After playing it for myself, I've come to find it's a very good game, but has a few issues that keep it from true greatness. GAMEPLAY: the gameplay was tight and very solid. With that said, it's jump and shoot gameplay was kind of a letdown after enjoying MSF's and VVVVVV's more unique approaches to the platforming genrÃ. DIFFICULTY: the game is rather difficult (which isn't a bad thing), and most of the time it's handled very well, but in the later levels I noticed that there were some enemies that would attack off screen, and there were also a few ""leaps of faith"". It was a little disappointing to see the dev resort to those kinds of cheap tricks to ensure difficulty in the later moments. LENGTH: the game is a tad overpriced, but you'll still get quite a bit from this game (especially if you play all the bonus levels). GRAPHICS: it has a very charming retro look, but it's not sure whether it wants to be an homage to the 8-bit or 16-bit era, instead it seems to be a mix of the two that doesn't fully envoke the kind of nostalgic feeling it would have, had it chosen one era more specifically. With that said, the 3D effect is utterly fantastic, and is used to great effect. SOUND: while not the best soundtrack in the world, it captures that retro vibe perfectly. STORY: befitting of the retro era, it takes a very minimalist approach to storytelling. The concept (kid fighting mud monsters with water gun) feels uninspired, and something a child might come up with. CONCLUSION: if you can get past the fact that the game is a little ""safe"" in design and concept (and the cheap difficulty tactics later on), you'll find a solidly built retro styled platformer that's fun to play.",84,Mutant Mudds is a challenging and amazing game for Nintendo 3DS. Fans of platformers will enjoy its old school presentation and enjoyable gameplay.,/game/mutant-mudds/
